,SESSION_YEAR,COURSE_TITLE,COURSE_DESCRIPTION,FACULTY,SUBJECT_CODE,COURSE_NUMBER,SECTION_NUMBER,SECTION_TYPE,CREDITS,PRE_REQUISITE_DESCRIPTIONS,CO_PRE_REQUISITE_DESCRIPTIONS,TERM,DAYSMET,START_TIME,END_TIME,CAMPUS,BUILDING,ROOM_NUMBER,INSTRUCTORS,TOTAL_SEATS_REMAINING,CURRENTLY_REGISTERED,GENERAL_SEATS_REMAINING,RESTRICTED_SEATS_REMAINING
150780,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1A,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,T,,,UBC,,,,10,0,10,0
150781,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1B,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,W,,,UBC,,,,15,0,15,0
150782,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1C,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,F,,,UBC,,,,5,0,5,0
150783,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1D,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,W,,,UBC,,,,5,0,5,0
150784,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1E,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,F,,,UBC,,,,5,0,5,0
150785,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1F,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,F,,,UBC,,,,5,0,5,0
150786,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1G,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,R,,,UBC,,,,6,0,6,0
150787,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1H,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,T,,,UBC,,,,5,0,5,0
150788,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1I,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,R,,,UBC,,,,10,0,10,0
150789,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,L1J,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,R,,,UBC,,,,20,0,20,0
150803,2018W,INTRO PROB&STATS,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,241,WL1,W-L,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,MWF,,,UBC,,,,50,0,50,0
150805,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,101,LEC,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,MWF,8:00 AM,9:00 AM,UBC,ESB,1013,"WIJENDRA ACHARIGE, LASANTHA",25,325,25,0
150807,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1A,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,M,12:00 PM,1:00 PM,UBC,ESB,1042,,1,35,1,0
150808,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1B,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,T,8:00 AM,9:00 AM,UBC,ESB,1046,,7,29,7,0
150809,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1C,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,W,12:00 PM,1:00 PM,UBC,ESB,1042,,0,36,0,0
150810,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1D,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,W,5:00 PM,6:00 PM,UBC,ESB,1046,,1,35,1,0
150811,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1E,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,R,8:00 AM,9:00 AM,UBC,ESB,1042,,6,30,6,0
150812,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1F,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,F,9:00 AM,10:00 AM,UBC,ESB,1042,,1,35,1,0
150813,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1G,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,F,9:00 AM,10:00 AM,UBC,ESB,1046,,0,36,0,0
150814,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1H,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,F,12:00 PM,1:00 PM,UBC,ESB,1046,,0,36,0,0
150815,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1I,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,R,4:00 PM,5:00 PM,UBC,ESB,1046,,3,33,3,0
150816,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,L1J,LAB,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,R,5:00 PM,6:00 PM,UBC,ESB,1046,,17,19,17,0
150830,2018W,ELEM STATISTICS,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",FACULTY OF SCIENCE                                ,STAT,251,WL1,W-L,3,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,1,,,,UBC,,,,50,0,0,50
150831,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,101,LEC,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,MWF,3:00 PM,4:00 PM,UBC,HENN,200,"AUGER-METHE, MARIE; LEE, MELISSA",7,173,5,2
150832,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,L1A,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,T,8:00 AM,9:00 AM,UBC,ESB,1042,,6,30,6,0
150833,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,L1B,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,W,9:00 AM,10:00 AM,UBC,ESB,1046,,0,36,0,0
150834,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,L1C,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,R,8:30 AM,9:30 AM,UBC,ESB,1046,,1,35,1,0
150835,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,L1D,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,F,1:00 PM,2:00 PM,UBC,ESB,1042,,0,36,0,0
150836,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,L1E,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,F,1:00 PM,2:00 PM,UBC,ESB,1046,,0,36,0,0
150837,2018W,INT STATS APPLIC,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",FACULTY OF SCIENCE                                ,STAT,300,WL1,W-L,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,1,MWF,,,UBC,,,,100,0,100,0
150838,2018W,INTR PROBABILITY,"Basic notions of probability, random variables, expectation and conditional expectation, limit theorems. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar.)",FACULTY OF SCIENCE                                ,STAT,302,101,LEC,3,"One of MATH 200, MATH 226, MATH 217, MATH 253, MATH 263.",,1,MWF,11:00 AM,12:00 PM,UBC,ESB,1012,"WU, LANG",6,124,1,5
150841,2018W,INTR PROBABILITY,"Basic notions of probability, random variables, expectation and conditional expectation, limit theorems. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar.)",FACULTY OF SCIENCE                                ,STAT,302,WL1,W-L,3,"One of MATH 200, MATH 226, MATH 217, MATH 253, MATH 263.",,1,MWF,,,UBC,,,,20,0,20,0
150844,2018W,INT STAT INFERNC,"Review of probability theory. Sampling distribution theory, large sample theory and methods of estimation and hypothesis testing, including maximum likelihood estimation, likelihood ratio testing and confidence interval construction.",FACULTY OF SCIENCE                                ,STAT,305,101,LEC,3,"Either (a) one of STAT 200, BIOL 300, STAT 241, STAT 251, COMM 291, ECON 325, FRST 231, PSYC 218, PSYC 366 and one of MATH 302, STAT 302;  or (b) a score of 65% or higher in one of MATH 302, STAT 302.",,1,MWF,5:00 PM,6:00 PM,UBC,ESB,1012,"KARUNANAYAKA THANNEHELAGE, RUWAN",22,122,76,-54
150846,2018W,INT STAT INFERNC,"Review of probability theory. Sampling distribution theory, large sample theory and methods of estimation and hypothesis testing, including maximum likelihood estimation, likelihood ratio testing and confidence interval construction.",FACULTY OF SCIENCE                                ,STAT,305,L1A,LAB,3,"Either (a) one of STAT 200, BIOL 300, STAT 241, STAT 251, COMM 291, ECON 325, FRST 231, PSYC 218, PSYC 366 and one of MATH 302, STAT 302;  or (b) a score of 65% or higher in one of MATH 302, STAT 302.",,1,F,3:00 PM,4:00 PM,UBC,ESB,1046,,0,36,0,0
150847,2018W,INT STAT INFERNC,"Review of probability theory. Sampling distribution theory, large sample theory and methods of estimation and hypothesis testing, including maximum likelihood estimation, likelihood ratio testing and confidence interval construction.",FACULTY OF SCIENCE                                ,STAT,305,L1B,LAB,3,"Either (a) one of STAT 200, BIOL 300, STAT 241, STAT 251, COMM 291, ECON 325, FRST 231, PSYC 218, PSYC 366 and one of MATH 302, STAT 302;  or (b) a score of 65% or higher in one of MATH 302, STAT 302.",,1,M,1:00 PM,2:00 PM,UBC,ESB,1042,,0,36,0,0
150848,2018W,INT STAT INFERNC,"Review of probability theory. Sampling distribution theory, large sample theory and methods of estimation and hypothesis testing, including maximum likelihood estimation, likelihood ratio testing and confidence interval construction.",FACULTY OF SCIENCE                                ,STAT,305,L1C,LAB,3,"Either (a) one of STAT 200, BIOL 300, STAT 241, STAT 251, COMM 291, ECON 325, FRST 231, PSYC 218, PSYC 366 and one of MATH 302, STAT 302;  or (b) a score of 65% or higher in one of MATH 302, STAT 302.",,1,W,2:00 PM,3:00 PM,UBC,ESB,1046,,11,25,11,0
150855,2018W,INT STAT INFERNC,"Review of probability theory. Sampling distribution theory, large sample theory and methods of estimation and hypothesis testing, including maximum likelihood estimation, likelihood ratio testing and confidence interval construction.",FACULTY OF SCIENCE                                ,STAT,305,WL1,W-L,3,"Either (a) one of STAT 200, BIOL 300, STAT 241, STAT 251, COMM 291, ECON 325, FRST 231, PSYC 218, PSYC 366 and one of MATH 302, STAT 302;  or (b) a score of 65% or higher in one of MATH 302, STAT 302.",,1,,,,UBC,,,,50,0,50,0
150857,2018W,RLTNSHIPS DATA,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,306,101,LEC,3,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,1,TR,8:00 AM,9:30 AM,UBC,IBLC,182,"KARUNANAYAKA THANNEHELAGE, RUWAN",32,112,86,-54
150859,2018W,RLTNSHIPS DATA,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,306,L1A,LAB,3,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,1,M,8:00 AM,9:00 AM,UBC,ESB,1042,,15,21,15,0
150860,2018W,RLTNSHIPS DATA,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,306,L1B,LAB,3,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,1,M,9:00 AM,10:00 AM,UBC,ESB,1046,,1,35,1,0
150861,2018W,RLTNSHIPS DATA,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,306,L1C,LAB,3,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,1,M,1:00 PM,2:00 PM,UBC,ESB,1046,,14,22,14,0
150862,2018W,RLTNSHIPS DATA,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,306,L1D,LAB,3,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,1,W,1:00 PM,2:00 PM,UBC,ESB,1042,,2,34,2,0
150867,2018W,RLTNSHIPS DATA,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,306,WL1,W-L,3,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,1,,,,UBC,,,,100,0,100,0
150869,2018W,STOCH SIGNAL&SYS,"Stochastic behaviour of signals and systems (e.g., communication systems); discrete and continuous probability; random processes; modeling and identification of linear time-invariant systems; binary hypothesis testing and decision making.",FACULTY OF SCIENCE                                ,STAT,321,101,LEC,4,"One of EECE 269, ELEC 221, STAT 305.",,1,MWF,1:00 PM,2:00 PM,UBC,MCLD,202,"LAMPE, LUTZ; SALIBIAN-BARRERA, MATIAS",21,104,-2,9
150872,2018W,STOCH SIGNAL&SYS,"Stochastic behaviour of signals and systems (e.g., communication systems); discrete and continuous probability; random processes; modeling and identification of linear time-invariant systems; binary hypothesis testing and decision making.",FACULTY OF SCIENCE                                ,STAT,321,T1A,TUT,4,"One of EECE 269, ELEC 221, STAT 305.",,1,F,9:00 AM,11:00 AM,UBC,ANGU,98,,28,102,9,0
150873,2018W,STOCH SIGNAL&SYS,"Stochastic behaviour of signals and systems (e.g., communication systems); discrete and continuous probability; random processes; modeling and identification of linear time-invariant systems; binary hypothesis testing and decision making.",FACULTY OF SCIENCE                                ,STAT,321,T1W,W-L,4,"One of EECE 269, ELEC 221, STAT 305.",,1,,,,UBC,,,,50,0,0,50
150875,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,101,LEC,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,MWF,2:00 PM,3:00 PM,UBC,PHRM,1201,"WU, LANG",60,120,37,23
150876,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,L1A,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,T,4:00 PM,5:00 PM,UBC,ESB,1046,,8,27,8,0
150877,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,L1B,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,R,11:00 AM,12:00 PM,UBC,ESB,1042,,35,0,35,0
150878,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,L1C,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,R,1:00 PM,2:00 PM,UBC,ESB,1046,,0,35,0,0
150879,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,L1D,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,R,5:00 PM,6:00 PM,UBC,ESB,1042,,12,24,12,0
150880,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,L1E,LAB,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,M,5:00 PM,6:00 PM,UBC,ESB,1042,,2,34,2,0
150881,2018W,SAMPLE SURVEYS,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",FACULTY OF SCIENCE                                ,STAT,344,WL1,W-L,3,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",1,,,,UBC,,,,50,0,50,0
150882,2018W,COOP WK PLACE I ,Work experience in an industrial research setting. Normally taken during Winter Session of third year. Restricted to students admitted to the Co-operative Education Program in Statistics.,FACULTY OF SCIENCE                                ,STAT,398,101,W/P,3,,,1,,,,UBC,,,,11,4,11,0
150884,2018W,COOP WK PLACE II,Work experience in an industrial research setting. Normally taken during Summer Session following third year. Restricted to students admitted to the Co-operative Education Program in Statistics.,FACULTY OF SCIENCE                                ,STAT,399,101,W/P,3,STAT398 ,,1,,,,UBC,,,,0,10,0,0
150889,2018W,DSGN&ANL EXPERMT,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,404,101,LEC,3,STAT305 ,STAT306 ,1,MW,3:00 PM,4:30 PM,UBC,ESB,1012,"JOE, HARRY SUE WAH",45,99,38,7
150890,2018W,DSGN&ANL EXPERMT,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,404,L1A,LAB,3,STAT305 ,STAT306 ,1,M,5:00 PM,6:00 PM,UBC,ESB,1046,,19,16,19,0
150891,2018W,DSGN&ANL EXPERMT,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,404,L1B,LAB,3,STAT305 ,STAT306 ,1,W,5:00 PM,6:00 PM,UBC,ESB,1042,,7,23,7,0
150892,2018W,DSGN&ANL EXPERMT,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,404,L1C,LAB,3,STAT305 ,STAT306 ,1,F,11:00 AM,12:00 PM,UBC,ESB,1042,,9,27,9,0
